RECORD_ID,RECORD_NAME,ARTICLE_NAME,PRODUCT_CODE,TAXONOMY,COLOR,SIZE,parent_id,level
IM0001192XL_202600,Introverted Megaphone Blazing Beige,Introverted Megaphone Blazing Beige,IM0001192XL,300100,Blazing Beige,XL,IM0001192+_202600,sku
GH0028$,Gluten-Free Hammer,,GH0028$,300100,,,,master_model
GH0028$_202600,Gluten-Free Hammer,,GH0028$,300100,,,GH0028$,season
GH0001193+_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001193+,300100,Existential Teal,,GH0028$_202600,article
GH000119344_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH000119344,300100,Existential Teal,44,GH0001193+_202600,sku
GH0001193S_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001193S,300100,Existential Teal,S,GH0001193+_202600,sku
GH000119342_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH000119342,300100,Existential Teal,42,GH0001193+_202600,sku
GH0001193OneSize_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001193OneSize,300100,Existential Teal,OneSize,GH0001193+_202600,sku
GH0001194+_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001194+,300100,Blazing Beige,,GH0028$_202600,article
GH0001194OneSize_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001194OneSize,300100,Blazing Beige,OneSize,GH0001194+_202600,sku
GH0001194XL_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001194XL,300100,Blazing Beige,XL,GH0001194+_202600,sku
GH0001194XS_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001194XS,300100,Blazing Beige,XS,GH0001194+_202600,sku
GH000119444_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH000119444,300100,Blazing Beige,44,GH0001194+_202600,sku
GH0001195+_202600,Gluten-Free Hammer Ümlaut Grün,Gluten-Free Hammer Ümlaut Grün,GH0001195+,300100,Ümlaut Grün,,GH0028$_202600,article
GH0001195OneSize_202600,Gluten-Free Hammer Ümlaut Grün,Gluten-Free Hammer Ümlaut Grün,GH0001195OneSize,300100,Ümlaut Grün,OneSize,GH0001195+_202600,sku
GH0001195XL_202600,Gluten-Free Hammer Ümlaut Grün,Gluten-Free Hammer Ümlaut Grün,GH0001195XL,300100,Ümlaut Grün,XL,GH0001195+_202600,sku
GH000119544_202600,Gluten-Free Hammer Ümlaut Grün,Gluten-Free Hammer Ümlaut Grün,GH000119544,300100,Ümlaut Grün,44,GH0001195+_202600,sku
GH0001196+_202600,Gluten-Free Hammer Mild Mauve,Gluten-Free Hammer Mild Mauve,GH0001196+,300100,Mild Mauve,,GH0028$_202600,article
GH0001196M_202600,Gluten-Free Hammer Mild Mauve,Gluten-Free Hammer Mild Mauve,GH0001196M,300100,Mild Mauve,M,GH0001196+_202600,sku
GH0001196S_202600,Gluten-Free Hammer Mild Mauve,Gluten-Free Hammer Mild Mauve,GH0001196S,300100,Mild Mauve,S,GH0001196+_202600,sku
GH0001196XS_202600,Gluten-Free Hammer Mild Mauve,Gluten-Free Hammer Mild Mauve,GH0001196XS,300100,Mild Mauve,XS,GH0001196+_202600,sku
GH0001196L_202600,Gluten-Free Hammer Mild Mauve,Gluten-Free Hammer Mild Mauve,GH0001196L,300100,Mild Mauve,L,GH0001196+_202600,sku
GH0001197+_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001197+,300100,Blazing Beige,,GH0028$_202600,article
GH0001197XL_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001197XL,300100,Blazing Beige,XL,GH0001197+_202600,sku
GH0001197OneSize_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001197OneSize,300100,Blazing Beige,OneSize,GH0001197+_202600,sku
GH000119744_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH000119744,300100,Blazing Beige,44,GH0001197+_202600,sku
GH0001198+_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001198+,300100,Blazing Beige,,GH0028$_202600,article
GH0001198OneSize_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001198OneSize,300100,Blazing Beige,OneSize,GH0001198+_202600,sku
GH0001198XL_202600,Gluten-Free Hammer Blazing Beige,Gluten-Free Hammer Blazing Beige,GH0001198XL,300100,Blazing Beige,XL,GH0001198+_202600,sku
GH0001199+_202600,Gluten-Free Hammer Panic Pink,Gluten-Free Hammer Panic Pink,GH0001199+,300100,Panic Pink,,GH0028$_202600,article
GH0001199XS_202600,Gluten-Free Hammer Panic Pink,Gluten-Free Hammer Panic Pink,GH0001199XS,300100,Panic Pink,XS,GH0001199+_202600,sku
GH0001199M_202600,Gluten-Free Hammer Panic Pink,Gluten-Free Hammer Panic Pink,GH0001199M,300100,Panic Pink,M,GH0001199+_202600,sku
GH0001199S_202600,Gluten-Free Hammer Panic Pink,Gluten-Free Hammer Panic Pink,GH0001199S,300100,Panic Pink,S,GH0001199+_202600,sku
GH0001200+_202600,Gluten-Free Hammer Beige²,Gluten-Free Hammer Beige²,GH0001200+,300100,Beige²,,GH0028$_202600,article
GH0001200S_202600,Gluten-Free Hammer Beige²,Gluten-Free Hammer Beige²,GH0001200S,300100,Beige²,S,GH0001200+_202600,sku
GH000120044_202600,Gluten-Free Hammer Beige²,Gluten-Free Hammer Beige²,GH000120044,300100,Beige²,44,GH0001200+_202600,sku
GH0001200XL_202600,Gluten-Free Hammer Beige²,Gluten-Free Hammer Beige²,GH0001200XL,300100,Beige²,XL,GH0001200+_202600,sku
GH0001200L_202600,Gluten-Free Hammer Beige²,Gluten-Free Hammer Beige²,GH0001200L,300100,Beige²,L,GH0001200+_202600,sku
GH0001201+_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001201+,300100,Existential Teal,,GH0028$_202600,article
GH0001201M_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001201M,300100,Existential Teal,M,GH0001201+_202600,sku
GH0001201L_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001201L,300100,Existential Teal,L,GH0001201+_202600,sku
GH0001201S_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001201S,300100,Existential Teal,S,GH0001201+_202600,sku
GH0001201OneSize_202600,Gluten-Free Hammer Existential Teal,Gluten-Free Hammer Existential Teal,GH0001201OneSize,300100,Existential Teal,OneSize,GH0001201+_202600,sku
EB0029$,Ergonomic Boomerang,,EB0029$,200100,,,,master_model
EB0029$_202500,Ergonomic Boomerang,,EB0029$,200100,,,EB0029$,season
EB0001202+_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001202+,200100,Blazing Beige,,EB0029$_202500,article
EB0001202XL_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001202XL,200100,Blazing Beige,XL,EB0001202+_202500,sku
EB0001203+_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001203+,200100,Panic Pink,,EB0029$_202500,article
EB0001203XS_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001203XS,200100,Panic Pink,XS,EB0001203+_202500,sku
EB0001203S_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001203S,200100,Panic Pink,S,EB0001203+_202500,sku
EB000120342_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB000120342,200100,Panic Pink,42,EB0001203+_202500,sku
EB0001204+_202500,Ergonomic Boomerang Mild Mauve,Ergonomic Boomerang Mild Mauve,EB0001204+,200100,Mild Mauve,,EB0029$_202500,article
EB000120444_202500,Ergonomic Boomerang Mild Mauve,Ergonomic Boomerang Mild Mauve,EB000120444,200100,Mild Mauve,44,EB0001204+_202500,sku
EB0001204XS_202500,Ergonomic Boomerang Mild Mauve,Ergonomic Boomerang Mild Mauve,EB0001204XS,200100,Mild Mauve,XS,EB0001204+_202500,sku
EB0001204M_202500,Ergonomic Boomerang Mild Mauve,Ergonomic Boomerang Mild Mauve,EB0001204M,200100,Mild Mauve,M,EB0001204+_202500,sku
EB0001205+_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001205+,200100,Blazing Beige,,EB0029$_202500,article
EB0001205L_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001205L,200100,Blazing Beige,L,EB0001205+_202500,sku
EB000120544_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB000120544,200100,Blazing Beige,44,EB0001205+_202500,sku
EB0001205XS_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001205XS,200100,Blazing Beige,XS,EB0001205+_202500,sku
EB0001205S_202500,Ergonomic Boomerang Blazing Beige,Ergonomic Boomerang Blazing Beige,EB0001205S,200100,Blazing Beige,S,EB0001205+_202500,sku
EB0001206+_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001206+,200100,Panic Pink,,EB0029$_202500,article
EB0001206S_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001206S,200100,Panic Pink,S,EB0001206+_202500,sku
EB0001206L_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001206L,200100,Panic Pink,L,EB0001206+_202500,sku
EB0001206XS_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001206XS,200100,Panic Pink,XS,EB0001206+_202500,sku
EB000120642_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB000120642,200100,Panic Pink,42,EB0001206+_202500,sku
EB0001207+_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001207+,200100,Panic Pink,,EB0029$_202500,article
EB0001207L_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001207L,200100,Panic Pink,L,EB0001207+_202500,sku
EB000120742_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB000120742,200100,Panic Pink,42,EB0001207+_202500,sku
EB0001207XS_202500,Ergonomic Boomerang Panic Pink,Ergonomic Boomerang Panic Pink,EB0001207XS,200100,Panic Pink,XS,EB0001207+_202500,sku
EB0001208+_202500,Ergonomic Boomerang Radioactive Sage,Ergonomic Boomerang Radioactive Sage,EB0001208+,200100,Radioactive Sage,,EB0029$_202500,article
EB0001208L_202500,Ergonomic Boomerang Radioactive Sage,Ergonomic Boomerang Radioactive Sage,EB0001208L,200100,Radioactive Sage,L,EB0001208+_202500,sku
EB0001208S_202500,Ergonomic Boomerang Radioactive Sage,Ergonomic Boomerang Radioactive Sage,EB0001208S,200100,Radioactive Sage,S,EB0001208+_202500,sku
EB0001208XS_202500,Ergonomic Boomerang Radioactive Sage,Ergonomic Boomerang Radioactive Sage,EB0001208XS,200100,Radioactive Sage,XS,EB0001208+_202500,sku
EB0001208M_202500,Ergonomic Boomerang Radioactive Sage,Ergonomic Boomerang Radioactive Sage,EB0001208M,200100,Radioactive Sage,M,EB0001208+_202500,sku
EB0001209+_202500,Ergonomic Boomerang Beige²,Ergonomic Boomerang Beige²,EB0001209+,200100,Beige²,,EB0029$_202500,article
EB0001209S_202500,Ergonomic Boomerang Beige²,Ergonomic Boomerang Beige²,EB0001209S,200100,Beige²,S,EB0001209+_202500,sku
EB0001209OneSize_202500,Ergonomic Boomerang Beige²,Ergonomic Boomerang Beige²,EB0001209OneSize,200100,Beige²,OneSize,EB0001209+_202500,sku
EB0001209XL_202500,Ergonomic Boomerang Beige²,Ergonomic Boomerang Beige²,EB0001209XL,200100,Beige²,XL,EB0001209+_202500,sku
EB0001209XS_202500,Ergonomic Boomerang Beige²,Ergonomic Boomerang Beige²,EB0001209XS,200100,Beige²,XS,EB0001209+_202500,sku
EB0001210+_202500,Ergonomic Boomerang Existential Teal,Ergonomic Boomerang Existential Teal,EB0001210+,200100,Existential Teal,,EB0029$_202500,article
EB0001210L_202500,Ergonomic Boomerang Existential Teal,Ergonomic Boomerang Existential Teal,EB0001210L,200100,Existential Teal,L,EB0001210+_202500,sku
EB0001210M_202500,Ergonomic Boomerang Existential Teal,Ergonomic Boomerang Existential Teal,EB0001210M,200100,Existential Teal,M,EB0001210+_202500,sku
EB0001210OneSize_202500,Ergonomic Boomerang Existential Teal,Ergonomic Boomerang Existential Teal,EB0001210OneSize,200100,Existential Teal,OneSize,EB0001210+_202500,sku
od0001001s_202500,Orphan Discobombulator Blazing Beige,Orphan Discobombulator Blazing Beige,od0001001s,200100,Blazing Beige,S,OD0001001+_202500,sku
